mobility_surrogate_key,metro_area,subregion,province,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date_col
44437,,Ottawa Division,Ontario,-18.0,-4.0,47.0,-59.0,-57.0,16.0,2020-09-01
44438,,Ottawa Division,Ontario,-22.0,-6.0,8.0,-62.0,-57.0,17.0,2020-09-02
44439,,Ottawa Division,Ontario,-13.0,2.0,77.0,-56.0,-56.0,15.0,2020-09-03
44440,,Ottawa Division,Ontario,-22.0,-5.0,61.0,-54.0,-53.0,14.0,2020-09-04
44441,,Ottawa Division,Ontario,-18.0,-5.0,,-40.0,-4.0,1.0,2020-09-05
44442,,Ottawa Division,Ontario,-3.0,9.0,,-39.0,4.0,-2.0,2020-09-06
44443,,Ottawa Division,Ontario,-57.0,-55.0,29.0,-77.0,-84.0,21.0,2020-09-07
44444,,Ottawa Division,Ontario,-17.0,6.0,13.0,-58.0,-58.0,16.0,2020-09-08
44445,,Ottawa Division,Ontario,-24.0,-7.0,2.0,-61.0,-57.0,18.0,2020-09-09
44446,,Ottawa Division,Ontario,-18.0,-1.0,21.0,-58.0,-56.0,17.0,2020-09-10
44447,,Ottawa Division,Ontario,-24.0,-9.0,78.0,-53.0,-52.0,15.0,2020-09-11
44448,,Ottawa Division,Ontario,-15.0,-3.0,175.0,-36.0,0.0,2.0,2020-09-12
44449,,Ottawa Division,Ontario,-17.0,-3.0,37.0,-46.0,-2.0,4.0,2020-09-13
44450,,Ottawa Division,Ontario,-19.0,-6.0,57.0,-59.0,-55.0,16.0,2020-09-14
44451,,Ottawa Division,Ontario,-21.0,-8.0,24.0,-59.0,-53.0,17.0,2020-09-15
44452,,Ottawa Division,Ontario,-22.0,-9.0,58.0,-59.0,-54.0,16.0,2020-09-16
44453,,Ottawa Division,Ontario,-19.0,-4.0,42.0,-58.0,-54.0,17.0,2020-09-17
44454,,Ottawa Division,Ontario,-26.0,-11.0,42.0,-56.0,-50.0,16.0,2020-09-18
44455,,Ottawa Division,Ontario,-18.0,-4.0,113.0,-42.0,-1.0,3.0,2020-09-19
44456,,Ottawa Division,Ontario,-13.0,1.0,131.0,-46.0,3.0,1.0,2020-09-20
44457,,Ottawa Division,Ontario,-22.0,-8.0,51.0,-61.0,-57.0,16.0,2020-09-21
44458,,Ottawa Division,Ontario,-25.0,-8.0,32.0,-60.0,-54.0,17.0,2020-09-22
44459,,Ottawa Division,Ontario,-26.0,-9.0,41.0,-62.0,-53.0,17.0,2020-09-23
44460,,Ottawa Division,Ontario,-25.0,-7.0,9.0,-62.0,-53.0,18.0,2020-09-24
44461,,Ottawa Division,Ontario,-29.0,-10.0,39.0,-58.0,-49.0,16.0,2020-09-25
44462,,Ottawa Division,Ontario,-21.0,-6.0,131.0,-46.0,0.0,3.0,2020-09-26
44463,,Ottawa Division,Ontario,-17.0,-1.0,117.0,-47.0,4.0,1.0,2020-09-27
44464,,Ottawa Division,Ontario,-25.0,-8.0,47.0,-63.0,-55.0,17.0,2020-09-28
44465,,Ottawa Division,Ontario,-28.0,-9.0,-6.0,-64.0,-54.0,18.0,2020-09-29
44466,,Ottawa Division,Ontario,-27.0,-6.0,-14.0,-65.0,-54.0,19.0,2020-09-30
44467,,Ottawa Division,Ontario,-23.0,-2.0,9.0,-61.0,-52.0,18.0,2020-10-01
44468,,Ottawa Division,Ontario,-33.0,-12.0,-8.0,-62.0,-49.0,19.0,2020-10-02
44469,,Ottawa Division,Ontario,-22.0,-3.0,78.0,-47.0,-3.0,5.0,2020-10-03
44470,,Ottawa Division,Ontario,-20.0,0.0,50.0,-53.0,-1.0,4.0,2020-10-04
44471,,Ottawa Division,Ontario,-27.0,-7.0,6.0,-65.0,-56.0,18.0,2020-10-05
44472,,Ottawa Division,Ontario,-28.0,-6.0,-4.0,-64.0,-53.0,18.0,2020-10-06
44473,,Ottawa Division,Ontario,-32.0,-9.0,-26.0,-68.0,-53.0,19.0,2020-10-07
44474,,Ottawa Division,Ontario,-24.0,3.0,5.0,-61.0,-52.0,18.0,2020-10-08
44475,,Ottawa Division,Ontario,-29.0,0.0,19.0,-57.0,-50.0,17.0,2020-10-09
44476,,Ottawa Division,Ontario,-29.0,1.0,89.0,-49.0,-4.0,6.0,2020-10-10
44477,,Ottawa Division,Ontario,-27.0,4.0,96.0,-51.0,0.0,3.0,2020-10-11
44478,,Ottawa Division,Ontario,-70.0,-62.0,42.0,-81.0,-84.0,24.0,2020-10-12
44479,,Ottawa Division,Ontario,-34.0,-7.0,-28.0,-65.0,-55.0,20.0,2020-10-13
44480,,Ottawa Division,Ontario,-31.0,-6.0,23.0,-63.0,-53.0,19.0,2020-10-14
44481,,Ottawa Division,Ontario,-33.0,-9.0,-25.0,-64.0,-54.0,21.0,2020-10-15
44482,,Ottawa Division,Ontario,-35.0,-8.0,-3.0,-61.0,-50.0,20.0,2020-10-16
44483,,Ottawa Division,Ontario,-25.0,-2.0,107.0,-46.0,-7.0,6.0,2020-10-17
44484,,Ottawa Division,Ontario,-25.0,-1.0,55.0,-52.0,-6.0,6.0,2020-10-18
44485,,Ottawa Division,Ontario,-34.0,-12.0,-19.0,-66.0,-57.0,20.0,2020-10-19
44486,,Ottawa Division,Ontario,-31.0,-7.0,0.0,-63.0,-54.0,19.0,2020-10-20
44487,,Ottawa Division,Ontario,-36.0,-13.0,-25.0,-67.0,-54.0,21.0,2020-10-21
44488,,Ottawa Division,Ontario,-30.0,-4.0,0.0,-61.0,-53.0,19.0,2020-10-22
44489,,Ottawa Division,Ontario,-30.0,-8.0,76.0,-56.0,-48.0,17.0,2020-10-23
44490,,Ottawa Division,Ontario,-27.0,-1.0,38.0,-49.0,-8.0,7.0,2020-10-24
44491,,Ottawa Division,Ontario,-23.0,1.0,60.0,-51.0,-4.0,5.0,2020-10-25
44492,,Ottawa Division,Ontario,-35.0,-13.0,-31.0,-66.0,-56.0,20.0,2020-10-26
44493,,Ottawa Division,Ontario,-31.0,-5.0,-15.0,-63.0,-53.0,19.0,2020-10-27
44494,,Ottawa Division,Ontario,-31.0,-6.0,-9.0,-63.0,-52.0,19.0,2020-10-28
44495,,Ottawa Division,Ontario,-28.0,-2.0,-21.0,-63.0,-52.0,19.0,2020-10-29
44496,,Ottawa Division,Ontario,-32.0,-3.0,-2.0,-59.0,-48.0,19.0,2020-10-30
44497,,Ottawa Division,Ontario,-26.0,3.0,51.0,-47.0,-6.0,6.0,2020-10-31
44498,,Ottawa Division,Ontario,-29.0,-3.0,-21.0,-56.0,-9.0,6.0,2020-11-01
44499,,Ottawa Division,Ontario,-35.0,-12.0,-29.0,-67.0,-55.0,19.0,2020-11-02
44500,,Ottawa Division,Ontario,-36.0,-15.0,-36.0,-66.0,-53.0,20.0,2020-11-03
44501,,Ottawa Division,Ontario,-35.0,-12.0,-14.0,-67.0,-52.0,20.0,2020-11-04
44502,,Ottawa Division,Ontario,-29.0,-7.0,10.0,-62.0,-51.0,19.0,2020-11-05
44503,,Ottawa Division,Ontario,-33.0,-11.0,21.0,-59.0,-48.0,19.0,2020-11-06
44504,,Ottawa Division,Ontario,-20.0,-3.0,114.0,-47.0,-2.0,5.0,2020-11-07
44505,,Ottawa Division,Ontario,-15.0,1.0,143.0,-49.0,2.0,3.0,2020-11-08
44506,,Ottawa Division,Ontario,-27.0,-8.0,34.0,-64.0,-53.0,18.0,2020-11-09
44507,,Ottawa Division,Ontario,-25.0,-6.0,20.0,-60.0,-50.0,18.0,2020-11-10
44508,,Ottawa Division,Ontario,-26.0,-9.0,-2.0,-65.0,-56.0,20.0,2020-11-11
44509,,Ottawa Division,Ontario,-26.0,-3.0,-14.0,-62.0,-50.0,19.0,2020-11-12
44510,,Ottawa Division,Ontario,-30.0,-10.0,-12.0,-60.0,-48.0,20.0,2020-11-13
44511,,Ottawa Division,Ontario,-20.0,-1.0,37.0,-48.0,-4.0,6.0,2020-11-14
44512,,Ottawa Division,Ontario,-26.0,-8.0,-30.0,-56.0,-6.0,7.0,2020-11-15
44513,,Ottawa Division,Ontario,-31.0,-12.0,-24.0,-66.0,-54.0,19.0,2020-11-16
44514,,Ottawa Division,Ontario,-31.0,-12.0,-31.0,-65.0,-50.0,20.0,2020-11-17
44515,,Ottawa Division,Ontario,-32.0,-12.0,-30.0,-67.0,-51.0,20.0,2020-11-18
44516,,Ottawa Division,Ontario,-27.0,-6.0,-18.0,-64.0,-50.0,19.0,2020-11-19
44517,,Ottawa Division,Ontario,-29.0,-8.0,9.0,-61.0,-47.0,19.0,2020-11-20
44518,,Ottawa Division,Ontario,-19.0,1.0,24.0,-53.0,-3.0,7.0,2020-11-21
44519,,Ottawa Division,Ontario,-22.0,-1.0,-9.0,-57.0,-4.0,7.0,2020-11-22
44520,,Ottawa Division,Ontario,-33.0,-18.0,-26.0,-66.0,-54.0,20.0,2020-11-23
44521,,Ottawa Division,Ontario,-29.0,-10.0,-33.0,-66.0,-50.0,19.0,2020-11-24
44522,,Ottawa Division,Ontario,-39.0,-22.0,-36.0,-68.0,-52.0,21.0,2020-11-25
44523,,Ottawa Division,Ontario,-25.0,-5.0,-37.0,-65.0,-50.0,20.0,2020-11-26
44524,,Ottawa Division,Ontario,-25.0,-5.0,-21.0,-59.0,-46.0,19.0,2020-11-27
44525,,Ottawa Division,Ontario,-16.0,4.0,7.0,-48.0,-1.0,7.0,2020-11-28
44526,,Ottawa Division,Ontario,-14.0,6.0,40.0,-51.0,1.0,5.0,2020-11-29
44527,,Ottawa Division,Ontario,-28.0,-11.0,-38.0,-67.0,-53.0,19.0,2020-11-30
44528,,Ottawa Division,Ontario,-28.0,-4.0,-39.0,-66.0,-50.0,19.0,2020-12-01
44529,,Ottawa Division,Ontario,-31.0,-8.0,-31.0,-68.0,-50.0,20.0,2020-12-02
44530,,Ottawa Division,Ontario,-26.0,-2.0,-29.0,-64.0,-49.0,19.0,2020-12-03
44531,,Ottawa Division,Ontario,-32.0,-9.0,-28.0,-63.0,-46.0,20.0,2020-12-04
44532,,Ottawa Division,Ontario,-20.0,2.0,-6.0,-53.0,-3.0,7.0,2020-12-05
44533,,Ottawa Division,Ontario,-19.0,3.0,10.0,-57.0,0.0,6.0,2020-12-06
44534,,Ottawa Division,Ontario,-28.0,-7.0,-21.0,-67.0,-53.0,19.0,2020-12-07
44535,,Ottawa Division,Ontario,-29.0,-8.0,-31.0,-67.0,-49.0,19.0,2020-12-08
44536,,Ottawa Division,Ontario,-34.0,-11.0,-28.0,-68.0,-50.0,20.0,2020-12-09
44537,,Ottawa Division,Ontario,-25.0,0.0,-29.0,-64.0,-49.0,19.0,2020-12-10
44538,,Ottawa Division,Ontario,-27.0,-1.0,-14.0,-62.0,-45.0,19.0,2020-12-11
44539,,Ottawa Division,Ontario,-27.0,-3.0,-25.0,-55.0,-6.0,9.0,2020-12-12
44540,,Ottawa Division,Ontario,-20.0,2.0,-9.0,-58.0,-1.0,6.0,2020-12-13
44541,,Ottawa Division,Ontario,-27.0,-4.0,-26.0,-68.0,-53.0,19.0,2020-12-14
44542,,Ottawa Division,Ontario,-28.0,-6.0,-43.0,-67.0,-50.0,19.0,2020-12-15
44543,,Ottawa Division,Ontario,-30.0,-8.0,-45.0,-69.0,-50.0,20.0,2020-12-16
44544,,Ottawa Division,Ontario,-22.0,4.0,-36.0,-65.0,-49.0,19.0,2020-12-17
44545,,Ottawa Division,Ontario,-28.0,-3.0,-24.0,-62.0,-45.0,19.0,2020-12-18
44546,,Ottawa Division,Ontario,-20.0,5.0,-2.0,-50.0,-2.0,7.0,2020-12-19
44547,,Ottawa Division,Ontario,-21.0,2.0,5.0,-55.0,2.0,6.0,2020-12-20
44548,,Ottawa Division,Ontario,-8.0,25.0,-14.0,-65.0,-59.0,18.0,2020-12-21
44549,,Ottawa Division,Ontario,-9.0,30.0,-33.0,-65.0,-57.0,18.0,2020-12-22
44550,,Ottawa Division,Ontario,-9.0,40.0,-31.0,-66.0,-57.0,18.0,2020-12-23
44551,,Ottawa Division,Ontario,-26.0,28.0,-47.0,-70.0,-67.0,20.0,2020-12-24
44552,,Ottawa Division,Ontario,-88.0,-83.0,-49.0,-87.0,-85.0,28.0,2020-12-25
44553,,Ottawa Division,Ontario,-68.0,-50.0,-23.0,-74.0,-37.0,13.0,2020-12-26
44554,,Ottawa Division,Ontario,-53.0,-26.0,15.0,-69.0,-19.0,9.0,2020-12-27
44555,,Ottawa Division,Ontario,-53.0,-23.0,-28.0,-81.0,-78.0,27.0,2020-12-28
44556,,Ottawa Division,Ontario,-47.0,-10.0,-30.0,-77.0,-69.0,25.0,2020-12-29
44557,,Ottawa Division,Ontario,-46.0,-3.0,-26.0,-77.0,-69.0,26.0,2020-12-30
44558,,Ottawa Division,Ontario,-38.0,14.0,-16.0,-76.0,-71.0,25.0,2020-12-31
46981,,Regional Municipality of Durham,Ontario,-4.0,5.0,,-44.0,-44.0,11.0,2020-09-01
46982,,Regional Municipality of Durham,Ontario,-5.0,4.0,,-52.0,-42.0,12.0,2020-09-02
46983,,Regional Municipality of Durham,Ontario,-4.0,6.0,,-48.0,-43.0,10.0,2020-09-03
46984,,Regional Municipality of Durham,Ontario,-8.0,3.0,,-42.0,-43.0,9.0,2020-09-04
46985,,Regional Municipality of Durham,Ontario,-14.0,0.0,,-14.0,-7.0,0.0,2020-09-05
46986,,Regional Municipality of Durham,Ontario,-1.0,1.0,,-13.0,-6.0,-2.0,2020-09-06
46987,,Regional Municipality of Durham,Ontario,-45.0,-44.0,,-63.0,-81.0,20.0,2020-09-07
46988,,Regional Municipality of Durham,Ontario,-2.0,15.0,,-48.0,-45.0,12.0,2020-09-08
46989,,Regional Municipality of Durham,Ontario,-6.0,2.0,,-52.0,-41.0,12.0,2020-09-09
46990,,Regional Municipality of Durham,Ontario,-7.0,7.0,,-50.0,-42.0,12.0,2020-09-10
46991,,Regional Municipality of Durham,Ontario,-11.0,-1.0,56.0,-45.0,-39.0,10.0,2020-09-11
46992,,Regional Municipality of Durham,Ontario,-9.0,3.0,144.0,-14.0,-1.0,2.0,2020-09-12
46993,,Regional Municipality of Durham,Ontario,-7.0,1.0,62.0,-18.0,-5.0,3.0,2020-09-13
46994,,Regional Municipality of Durham,Ontario,-7.0,2.0,67.0,-52.0,-39.0,11.0,2020-09-14
46995,,Regional Municipality of Durham,Ontario,-6.0,2.0,54.0,-51.0,-40.0,12.0,2020-09-15
46996,,Regional Municipality of Durham,Ontario,-8.0,-3.0,58.0,-51.0,-38.0,11.0,2020-09-16
46997,,Regional Municipality of Durham,Ontario,-10.0,1.0,62.0,-49.0,-39.0,11.0,2020-09-17
46998,,Regional Municipality of Durham,Ontario,-12.0,-4.0,38.0,-42.0,-37.0,10.0,2020-09-18
46999,,Regional Municipality of Durham,Ontario,-10.0,1.0,110.0,-16.0,-2.0,3.0,2020-09-19
47000,,Regional Municipality of Durham,Ontario,-5.0,0.0,101.0,-14.0,-3.0,2.0,2020-09-20
47001,,Regional Municipality of Durham,Ontario,-11.0,-2.0,55.0,-52.0,-40.0,12.0,2020-09-21
47002,,Regional Municipality of Durham,Ontario,-11.0,1.0,45.0,-51.0,-40.0,12.0,2020-09-22
47003,,Regional Municipality of Durham,Ontario,-10.0,1.0,49.0,-53.0,-36.0,12.0,2020-09-23
47004,,Regional Municipality of Durham,Ontario,-13.0,1.0,42.0,-52.0,-37.0,12.0,2020-09-24
47005,,Regional Municipality of Durham,Ontario,-15.0,-3.0,44.0,-47.0,-35.0,11.0,2020-09-25
47006,,Regional Municipality of Durham,Ontario,-11.0,2.0,131.0,-22.0,1.0,2.0,2020-09-26
47007,,Regional Municipality of Durham,Ontario,-6.0,-2.0,105.0,-20.0,-1.0,2.0,2020-09-27
47008,,Regional Municipality of Durham,Ontario,-13.0,0.0,52.0,-53.0,-37.0,12.0,2020-09-28
47009,,Regional Municipality of Durham,Ontario,-12.0,3.0,24.0,-51.0,-39.0,12.0,2020-09-29
47010,,Regional Municipality of Durham,Ontario,-13.0,-1.0,-9.0,-53.0,-37.0,13.0,2020-09-30
47011,,Regional Municipality of Durham,Ontario,-12.0,7.0,24.0,-52.0,-36.0,12.0,2020-10-01
47012,,Regional Municipality of Durham,Ontario,-17.0,-1.0,12.0,-50.0,-34.0,12.0,2020-10-02
47013,,Regional Municipality of Durham,Ontario,-13.0,2.0,94.0,-25.0,-2.0,4.0,2020-10-03
47014,,Regional Municipality of Durham,Ontario,-14.0,-2.0,-4.0,-28.0,-7.0,5.0,2020-10-04
47015,,Regional Municipality of Durham,Ontario,-14.0,1.0,36.0,-55.0,-37.0,12.0,2020-10-05
47016,,Regional Municipality of Durham,Ontario,-13.0,4.0,23.0,-54.0,-39.0,12.0,2020-10-06
47017,,Regional Municipality of Durham,Ontario,-14.0,3.0,-5.0,-58.0,-36.0,13.0,2020-10-07
47018,,Regional Municipality of Durham,Ontario,-11.0,13.0,20.0,-54.0,-36.0,12.0,2020-10-08
47019,,Regional Municipality of Durham,Ontario,-13.0,11.0,33.0,-47.0,-35.0,11.0,2020-10-09
47020,,Regional Municipality of Durham,Ontario,-16.0,9.0,94.0,-28.0,-3.0,4.0,2020-10-10
47021,,Regional Municipality of Durham,Ontario,-14.0,5.0,74.0,-31.0,-6.0,3.0,2020-10-11
47022,,Regional Municipality of Durham,Ontario,-58.0,-52.0,61.0,-75.0,-81.0,23.0,2020-10-12
47023,,Regional Municipality of Durham,Ontario,-13.0,5.0,35.0,-53.0,-39.0,12.0,2020-10-13
47024,,Regional Municipality of Durham,Ontario,-13.0,1.0,32.0,-57.0,-35.0,13.0,2020-10-14
47025,,Regional Municipality of Durham,Ontario,-18.0,-2.0,-29.0,-58.0,-37.0,15.0,2020-10-15
47026,,Regional Municipality of Durham,Ontario,-15.0,0.0,17.0,-51.0,-33.0,12.0,2020-10-16
47027,,Regional Municipality of Durham,Ontario,-11.0,4.0,101.0,-26.0,0.0,5.0,2020-10-17
47028,,Regional Municipality of Durham,Ontario,-13.0,-3.0,31.0,-31.0,-6.0,5.0,2020-10-18
47029,,Regional Municipality of Durham,Ontario,-18.0,-4.0,-14.0,-59.0,-37.0,14.0,2020-10-19
47030,,Regional Municipality of Durham,Ontario,-12.0,2.0,16.0,-55.0,-38.0,13.0,2020-10-20
47031,,Regional Municipality of Durham,Ontario,-13.0,0.0,-2.0,-59.0,-35.0,14.0,2020-10-21
47032,,Regional Municipality of Durham,Ontario,-14.0,4.0,5.0,-56.0,-35.0,14.0,2020-10-22
47033,,Regional Municipality of Durham,Ontario,-14.0,-3.0,49.0,-51.0,-32.0,12.0,2020-10-23
47034,,Regional Municipality of Durham,Ontario,-11.0,4.0,53.0,-31.0,-1.0,5.0,2020-10-24
47035,,Regional Municipality of Durham,Ontario,-8.0,-1.0,31.0,-30.0,-4.0,5.0,2020-10-25
47036,,Regional Municipality of Durham,Ontario,-14.0,0.0,-1.0,-59.0,-37.0,13.0,2020-10-26
47037,,Regional Municipality of Durham,Ontario,-16.0,-2.0,-23.0,-58.0,-37.0,14.0,2020-10-27
47038,,Regional Municipality of Durham,Ontario,-9.0,4.0,11.0,-57.0,-33.0,13.0,2020-10-28
47039,,Regional Municipality of Durham,Ontario,-12.0,5.0,-9.0,-55.0,-34.0,13.0,2020-10-29
47040,,Regional Municipality of Durham,Ontario,-12.0,3.0,-11.0,-51.0,-32.0,13.0,2020-10-30
47041,,Regional Municipality of Durham,Ontario,-10.0,11.0,45.0,-27.0,0.0,5.0,2020-10-31
47042,,Regional Municipality of Durham,Ontario,-16.0,-5.0,-31.0,-34.0,-8.0,6.0,2020-11-01
47043,,Regional Municipality of Durham,Ontario,-16.0,-3.0,-19.0,-59.0,-36.0,14.0,2020-11-02
47044,,Regional Municipality of Durham,Ontario,-15.0,-1.0,-15.0,-56.0,-37.0,14.0,2020-11-03
47045,,Regional Municipality of Durham,Ontario,-14.0,-3.0,16.0,-56.0,-33.0,13.0,2020-11-04
47046,,Regional Municipality of Durham,Ontario,-14.0,1.0,18.0,-55.0,-34.0,13.0,2020-11-05
47047,,Regional Municipality of Durham,Ontario,-15.0,-4.0,19.0,-54.0,-31.0,13.0,2020-11-06
47048,,Regional Municipality of Durham,Ontario,-9.0,2.0,114.0,-30.0,0.0,5.0,2020-11-07
47049,,Regional Municipality of Durham,Ontario,-5.0,-1.0,104.0,-31.0,-3.0,4.0,2020-11-08
47050,,Regional Municipality of Durham,Ontario,-13.0,-1.0,35.0,-61.0,-34.0,13.0,2020-11-09
47051,,Regional Municipality of Durham,Ontario,-10.0,0.0,36.0,-57.0,-36.0,12.0,2020-11-10
47052,,Regional Municipality of Durham,Ontario,-8.0,2.0,17.0,-57.0,-36.0,14.0,2020-11-11
47053,,Regional Municipality of Durham,Ontario,-11.0,3.0,10.0,-58.0,-34.0,13.0,2020-11-12
47054,,Regional Municipality of Durham,Ontario,-14.0,-3.0,-14.0,-54.0,-35.0,14.0,2020-11-13
47055,,Regional Municipality of Durham,Ontario,-11.0,6.0,50.0,-30.0,-1.0,6.0,2020-11-14
47056,,Regional Municipality of Durham,Ontario,-18.0,-11.0,-38.0,-40.0,-10.0,7.0,2020-11-15
47057,,Regional Municipality of Durham,Ontario,-15.0,-4.0,-20.0,-62.0,-36.0,14.0,2020-11-16
47058,,Regional Municipality of Durham,Ontario,-15.0,-6.0,-20.0,-59.0,-37.0,14.0,2020-11-17
47059,,Regional Municipality of Durham,Ontario,-12.0,-1.0,-22.0,-61.0,-34.0,14.0,2020-11-18
47060,,Regional Municipality of Durham,Ontario,-12.0,3.0,-5.0,-59.0,-34.0,14.0,2020-11-19
47061,,Regional Municipality of Durham,Ontario,-12.0,1.0,12.0,-53.0,-33.0,14.0,2020-11-20
47062,,Regional Municipality of Durham,Ontario,-8.0,11.0,13.0,-31.0,-1.0,6.0,2020-11-21
47063,,Regional Municipality of Durham,Ontario,-21.0,-12.0,-38.0,-40.0,-9.0,8.0,2020-11-22
47064,,Regional Municipality of Durham,Ontario,-16.0,-2.0,-19.0,-61.0,-36.0,15.0,2020-11-23
47065,,Regional Municipality of Durham,Ontario,-14.0,0.0,-23.0,-60.0,-37.0,15.0,2020-11-24
47066,,Regional Municipality of Durham,Ontario,-14.0,-3.0,-31.0,-61.0,-35.0,15.0,2020-11-25
47067,,Regional Municipality of Durham,Ontario,-10.0,7.0,-15.0,-57.0,-36.0,15.0,2020-11-26
47068,,Regional Municipality of Durham,Ontario,-14.0,1.0,-15.0,-51.0,-35.0,15.0,2020-11-27
47069,,Regional Municipality of Durham,Ontario,-9.0,9.0,41.0,-28.0,-2.0,7.0,2020-11-28
47070,,Regional Municipality of Durham,Ontario,-7.0,2.0,34.0,-34.0,-6.0,6.0,2020-11-29
47071,,Regional Municipality of Durham,Ontario,-16.0,-4.0,-39.0,-63.0,-37.0,16.0,2020-11-30
47072,,Regional Municipality of Durham,Ontario,-18.0,-1.0,-36.0,-63.0,-39.0,16.0,2020-12-01
47073,,Regional Municipality of Durham,Ontario,-13.0,3.0,-20.0,-62.0,-34.0,15.0,2020-12-02
47074,,Regional Municipality of Durham,Ontario,-13.0,6.0,-14.0,-60.0,-35.0,15.0,2020-12-03
47075,,Regional Municipality of Durham,Ontario,-22.0,-5.0,-37.0,-59.0,-34.0,17.0,2020-12-04
47076,,Regional Municipality of Durham,Ontario,-12.0,9.0,6.0,-34.0,-5.0,8.0,2020-12-05
47077,,Regional Municipality of Durham,Ontario,-11.0,2.0,5.0,-40.0,-7.0,7.0,2020-12-06
47078,,Regional Municipality of Durham,Ontario,-14.0,0.0,-19.0,-63.0,-36.0,15.0,2020-12-07
47079,,Regional Municipality of Durham,Ontario,-14.0,2.0,-20.0,-60.0,-36.0,15.0,2020-12-08
47080,,Regional Municipality of Durham,Ontario,-19.0,-5.0,-33.0,-63.0,-36.0,16.0,2020-12-09
47081,,Regional Municipality of Durham,Ontario,-11.0,10.0,-17.0,-60.0,-35.0,15.0,2020-12-10
47082,,Regional Municipality of Durham,Ontario,-14.0,3.0,-9.0,-54.0,-33.0,15.0,2020-12-11
47083,,Regional Municipality of Durham,Ontario,-15.0,7.0,-15.0,-32.0,-5.0,9.0,2020-12-12
47084,,Regional Municipality of Durham,Ontario,-9.0,5.0,-2.0,-35.0,-8.0,7.0,2020-12-13
47085,,Regional Municipality of Durham,Ontario,-10.0,9.0,-19.0,-61.0,-37.0,15.0,2020-12-14
47086,,Regional Municipality of Durham,Ontario,-7.0,9.0,-24.0,-59.0,-37.0,15.0,2020-12-15
47087,,Regional Municipality of Durham,Ontario,-9.0,5.0,-37.0,-61.0,-35.0,16.0,2020-12-16
47088,,Regional Municipality of Durham,Ontario,-6.0,20.0,-20.0,-56.0,-35.0,15.0,2020-12-17
47089,,Regional Municipality of Durham,Ontario,-11.0,11.0,-17.0,-53.0,-34.0,15.0,2020-12-18
47090,,Regional Municipality of Durham,Ontario,-10.0,15.0,7.0,-26.0,-3.0,8.0,2020-12-19
47091,,Regional Municipality of Durham,Ontario,-6.0,9.0,-13.0,-31.0,-6.0,7.0,2020-12-20
47092,,Regional Municipality of Durham,Ontario,7.0,37.0,-4.0,-55.0,-44.0,15.0,2020-12-21
47093,,Regional Municipality of Durham,Ontario,11.0,44.0,-7.0,-53.0,-47.0,15.0,2020-12-22
47094,,Regional Municipality of Durham,Ontario,18.0,60.0,-5.0,-53.0,-46.0,15.0,2020-12-23
47095,,Regional Municipality of Durham,Ontario,-7.0,51.0,-29.0,-62.0,-63.0,20.0,2020-12-24
47096,,Regional Municipality of Durham,Ontario,-88.0,-79.0,-44.0,-88.0,-86.0,29.0,2020-12-25
47097,,Regional Municipality of Durham,Ontario,-63.0,-48.0,-13.0,-67.0,-43.0,14.0,2020-12-26
47098,,Regional Municipality of Durham,Ontario,-46.0,-29.0,-5.0,-60.0,-26.0,11.0,2020-12-27
47099,,Regional Municipality of Durham,Ontario,-39.0,-14.0,-21.0,-78.0,-73.0,27.0,2020-12-28
47100,,Regional Municipality of Durham,Ontario,-31.0,-3.0,-2.0,-73.0,-61.0,23.0,2020-12-29
47101,,Regional Municipality of Durham,Ontario,-30.0,5.0,-40.0,-74.0,-59.0,24.0,2020-12-30
47102,,Regional Municipality of Durham,Ontario,-23.0,26.0,0.0,-73.0,-64.0,23.0,2020-12-31
47342,,Regional Municipality of Halton,Ontario,-12.0,2.0,,-51.0,-49.0,14.0,2020-09-01
47343,,Regional Municipality of Halton,Ontario,-11.0,0.0,,-56.0,-50.0,15.0,2020-09-02
47344,,Regional Municipality of Halton,Ontario,-11.0,3.0,,-52.0,-49.0,13.0,2020-09-03
47345,,Regional Municipality of Halton,Ontario,-13.0,3.0,,-49.0,-49.0,12.0,2020-09-04
47346,,Regional Municipality of Halton,Ontario,-20.0,0.0,,-22.0,-7.0,2.0,2020-09-05
47347,,Regional Municipality of Halton,Ontario,-7.0,2.0,,,-4.0,-1.0,2020-09-06
47348,,Regional Municipality of Halton,Ontario,-51.0,-51.0,,-64.0,-85.0,22.0,2020-09-07
47349,,Regional Municipality of Halton,Ontario,-13.0,12.0,,-55.0,-50.0,15.0,2020-09-08
47350,,Regional Municipality of Halton,Ontario,-13.0,1.0,,-55.0,-49.0,15.0,2020-09-09
47351,,Regional Municipality of Halton,Ontario,-13.0,1.0,,-50.0,-48.0,15.0,2020-09-10
47352,,Regional Municipality of Halton,Ontario,-15.0,-1.0,137.0,-45.0,-45.0,13.0,2020-09-11
47353,,Regional Municipality of Halton,Ontario,-13.0,1.0,254.0,-12.0,0.0,3.0,2020-09-12
47354,,Regional Municipality of Halton,Ontario,-15.0,-4.0,129.0,-22.0,-5.0,3.0,2020-09-13
47355,,Regional Municipality of Halton,Ontario,-15.0,0.0,146.0,-52.0,-45.0,15.0,2020-09-14
47356,,Regional Municipality of Halton,Ontario,-16.0,-1.0,137.0,-53.0,-44.0,15.0,2020-09-15
